Date;Time;Latitude;Longitude;Depth;Magnitude;mag_type
2022-12-21;00:22:14.33;36.7050;-10.5533;20.0;3.3;Mw
2022-12-22;01:42:49.19;36.7286;-12.1642;0.0;3.5;Mw
2022-12-22;13:13:51.30;-7.8762;-74.3209;102.1;5.5;Mw
2022-12-24;00:35:36.03;35.4332;-3.6261;11.2;3.1;Mw
2022-12-24;08:38:21.39;35.3208;-4.8226;76.4;3.5;Mw
2022-12-24;16:10:08.20;35.4525;-3.6029;8.6;3.7;Mw
2022-12-24;18:28:39.23;35.4761;-3.6272;6.4;3.3;Mw
