 Station co-ordinates
 x(N>0,km),y(E>0,km),z(km),azim.,dist.,stat.
   68.6906    44.6582     0.0000    33.0293    81.9313 EPON ?
  -93.5313   -29.9804     0.0000   197.7727    98.2188 ELOB ?
   27.3387  -104.1694     0.0000   284.7053   107.6971 EMAZ ?
