period,phase_velocity_rayleigh,phase_velocity_love,group_velocity_rayleigh,group_velocity_love
0.25,1.4974743652343718,3.4649487304687043,1.4951367168990521,3.455220299984056
1.0555555555555556,1.5350927734374957,3.4632763671874547,1.4480903181720362,3.4570425016887456
1.8611111111111112,1.646695556640618,3.469494628906205,1.3445432483947621,3.4521188257076156
2.666666666666667,1.8795336914062382,3.4782226562499545,1.1965817118772242,3.4461293144093985
3.4722222222222223,2.328836669921854,3.488937988281205,1.1481806939071306,3.439872874576742
4.277777777777778,2.781217041015594,3.501215820312455,1.8205554651009954,3.433746292142565
5.083333333333334,2.9456774902343406,3.514738769531205,2.4470825225176074,3.428220515613112
5.888888888888889,3.012081298828089,3.529282226562455,2.7016973879535837,3.422908356048022
6.694444444444445,3.050008544921838,3.5446948242187046,2.8105337958566237,3.4179557476132616
7.5,3.077730712890587,3.5608789062499544,2.8596875510804876,3.413190477894256
8.305555555555555,3.101668701171836,3.577756347656204,2.880283719834172,3.4086508846791586
9.11111111111111,3.1245471191405847,3.595278320312454,2.8857506180586596,3.4043804020024715
9.916666666666668,3.147650146484334,3.6133813476562033,2.8829844674606626,3.400432376557879
10.722222222222223,3.171622314453083,3.632026367187453,2.875514889563712,3.3967627720378855
11.527777777777779,3.1967810058593327,3.651159667968703,2.8657867290799595,3.393669535635664
12.333333333333334,3.223248291015582,3.670722656249952,2.8551478858713937,3.391171619588225
13.13888888888889,3.2510485839843315,3.6906665039062014,2.8448985050203675,3.3894634241809176
13.944444444444445,3.2801281738280808,3.7109277343749505,2.836052501182843,3.388545980263051
14.75,3.3103454589843304,3.7314379882812,2.829474956414779,3.3886616285222178
15.555555555555555,3.34152954101558,3.7521386718749494,2.82594408396666,3.3897987482245298
16.36111111111111,3.3734313964843294,3.772966308593699,2.826253324912702,3.3921025095543706
17.166666666666668,3.4057678222655787,3.793847656249948,2.831098730876074,3.395555235432018
17.97222222222222,3.4382409667968283,3.814714355468698,2.84092165435472,3.400299638194193
18.77777777777778,3.470509033203078,3.835512695312447,2.8558864499748515,3.406306071253235
19.583333333333336,3.5022546386718267,3.856169433593697,2.8762143162770117,3.4136450197610038
20.38888888888889,3.5331799316405763,3.8766308593749463,2.901415271978206,3.4222256314557464
21.194444444444446,3.5630212402343253,3.8968383789061964,2.9310360445841095,3.4320444515666417
22.0,3.5915637207030744,3.9167431640624457,2.9646032017203785,3.443105772938188
22.805555555555557,3.6186462402343245,3.9362915039061956,3.001056049992873,3.4554220133234663
23.61111111111111,3.644176025390574,3.955449218749945,3.03986816443049,3.4687136648555743
24.416666666666668,3.6680993652343235,3.974167480468695,3.080011394887057,3.483084208654873
25.22222222222222,3.690416259765573,3.992426757812445,3.1208116239088612,3.498272277335111
26.02777777777778,3.7111560058593223,4.010197753906196,3.16159932512598,3.5144069652183387
26.833333333333336,3.730377197265572,4.027456054687445,3.2018276623692947,3.531160412707904
27.63888888888889,3.748162841796822,4.044191894531194,3.2409332137988205,3.548603570142544
28.444444444444446,3.7646008300780713,4.060385742187444,3.2787792900260104,3.566576631226206
29.25,3.779788818359321,4.076042480468693,3.314985079316365,3.584929927254637
30.055555555555557,3.7938195800780705,4.091152343749942,3.3494605593900255,3.603591729018593
30.86111111111111,3.8067858886718198,4.105720214843693,3.382258961836759,3.622573693828887
31.666666666666668,3.81878540039057,4.119750976562442,3.413123261389651,3.64165227708742
32.47222222222222,3.8299011230468203,4.133249511718692,3.4421666123540056,3.6607737335764696
33.27777777777778,3.8402062988280696,4.146230468749941,3.4695130756414074,3.679794587707485
34.083333333333336,3.8497790527343194,4.1587084960936895,3.495029008680445,3.698812957448198
34.88888888888889,3.858687744140569,4.1706884765624395,3.5189953628780652,3.717533306244995
35.69444444444444,3.866990966796819,4.182194824218691,3.541436464531439,3.7361273226723286
36.5,3.874742431640569,4.19323730468744,3.5623833565972918,3.7543853296716896
37.30555555555556,3.8819958496093183,4.203835449218689,3.5819448537866725,3.772398481543376
38.111111111111114,3.888790283203068,4.214008789062438,3.6003054539812474,3.7899482104234483
38.91666666666667,3.8951745605468178,4.223776855468689,3.6174099985746326,3.80713403271084
39.72222222222222,3.9011828613280675,4.233149414062439,3.6333622876561247,3.8239699667018328
40.52777777777778,3.906839599609317,4.2421557617186885,3.648347171937692,3.8403196579732235
41.333333333333336,3.912188720703067,4.250805664062437,3.6623876788064833,3.856107534779797
42.13888888888889,3.9172497558593173,4.259118652343687,3.6754094605817214,3.871598976419551
42.94444444444444,3.922042236328067,4.2671093749999365,3.68769259443013,3.886479220884971
43.75,3.9266003417968167,4.274797363281187,3.6992450390721716,3.9009262021752082
44.55555555555556,3.9309338378905667,4.282202148437436,3.7099109317382384,3.9148731216081942
45.361111111111114,3.935067138671817,4.289333496093686,3.7200465141322865,3.928331588882377
46.16666666666667,3.9390148925780664,4.296206054687435,3.7295825662675126,3.941313336813484
46.97222222222222,3.9427917480468158,4.302834472656183,3.7384393218337997,3.9537453283750894
47.77777777777778,3.9464074707030656,4.309238281249932,3.746798077044406,3.965804208672539
48.583333333333336,3.949881591796816,4.315422363281183,3.75449900497115,3.9774222953523246
49.38888888888889,3.953223876953066,4.321401367187432,3.7619878246659217,3.9885164580009818
50.19444444444444,3.956439208984316,4.327189941406182,3.768832917492672,3.9991890471488736
51.0,3.959542236328066,4.332792968749931,3.775304707781837,4.009524022209461
51.80555555555556,3.9625427246093152,4.33822509765618,3.781411430471249,4.01936688244544
52.611111111111114,3.965445556640565,4.343496093749929,3.7871614378852274,4.028811304064094
