period,phase_velocity_rayleigh,phase_velocity_love,group_velocity_rayleigh,group_velocity_love
1.0,1.6116588378906196,3.535668847656203,1.6116588378906196,3.535668847656203
1.0476157527896648,1.6241747070312444,3.542853906249953,1.6241747070312444,3.542853906249953
1.0974987654930561,1.6382579589843693,3.5507127929687026,1.6382579589843693,3.5507127929687026
1.1497569953977358,1.6541454101562438,3.5593041015624522,1.6541454101562438,3.5593041015624522
1.2045035402587823,1.6721275878906183,3.568696191406202,1.6721275878906183,3.568696191406202
1.2618568830660204,1.6925487304687428,3.5789574218749514,1.6925487304687428,3.5789574218749514
1.321941148466029,1.7158385253906172,3.5901659179687013,1.7158385253906172,3.5901659179687013
1.384886371393873,1.7425218749999918,3.6023949218749514,1.7425218749999918,3.6023949218749514
1.4508287784959397,1.773257958984366,3.6157225585937014,1.773257958984366,3.6157225585937014
1.5199110829529336,1.8088866210937404,3.630241601562451,1.8088866210937404,3.630241601562451
1.5922827933410924,1.8504869628906147,3.6460155273437,1.8504869628906147,3.6460155273437
1.6681005372000588,1.8994725585937384,3.66313222656245,1.8994725585937384,3.66313222656245
1.7475284000076838,1.9577379394531123,3.6816356445311995,1.9577379394531123,3.6816356445311995
1.8307382802953682,2.027851464843736,3.701564843749949,2.027851464843736,3.701564843749949
1.9179102616724888,2.1133629394531086,3.722905175781199,2.1133629394531086,3.722905175781199
2.0092330025650473,2.2191966796874816,3.745588281249948,2.2191966796874816,3.745588281249948
2.1049041445120205,2.351900537109354,3.769457910156197,2.351900537109354,3.769457910156197
2.205130739903046,2.5183482910156,3.7942308593749465,2.5183482910156,3.7942308593749465
2.3101297000831598,2.715831201171846,3.819531152343696,2.715831201171846,3.819531152343696
2.420128264794382,2.9025572753905924,3.8449144531249453,2.9025572753905924,3.8449144531249453
2.535364493970112,3.0223302246093398,3.869990136718695,3.0223302246093398,3.869990136718695
2.6560877829466865,3.088387353515589,3.894587304687444,3.088387353515589,3.894587304687444
2.782559402207125,3.1300938964843374,3.918813378906194,3.1300938964843374,3.918813378906194
2.915053062825177,3.1617223144530864,3.9430492187499437,3.1617223144530864,3.9430492187499437
3.0538555088334154,3.1898692871093357,3.9678221679686936,3.1898692871093357,3.9678221679686936
3.1992671377973836,3.2186461425780846,3.9937230468749427,3.2186461425780846,3.9937230468749427
3.3516026509388426,3.252125146484334,4.021337792968692,3.252125146484334,4.021337792968692
3.511191734215132,3.296424462890583,4.051232812499942,3.296424462890583,4.051232812499942
3.6783797718286344,3.3631895996093317,4.08394033203119,3.3631895996093317,4.08394033203119
3.8535285937105295,3.4736656738280796,4.1199388671874395,3.4736656738280796,4.1199388671874395
4.0370172585965545,3.624810693359327,4.159594628906189,3.624810693359327,4.159594628906189
4.229242874389499,3.7186803222655747,4.203122460937438,3.7186803222655747,4.203122460937438
